Age,Salary,YearsAtCompany,JobSatisfaction,WorkHours,Promotions,DistanceFromHome,Attrition
42,105141,33,8,73,0,34,1
37,164491,9,7,57,4,22,0
56,189909,4,1,58,4,25,1
34,95799,20,9,37,2,14,0
30,70687,2,3,48,1,10,1
55,62276,18,2,77,0,10,1
45,59523,34,7,50,0,8,0
23,79615,5,3,47,0,14,0
58,35514,13,1,38,4,45,1
37,72456,3,10,33,3,38,0
32,32233,17,3,70,1,32,1
44,26102,28,6,54,5,45,0
49,91133,34,3,63,0,32,1
45,71715,15,5,38,3,3,0
56,135545,19,9,38,3,20,0
46,129085,23,7,47,3,13,0
58,134101,34,2,40,1,23,0
21,162328,18,1,42,3,19,1
40,133684,3,7,67,5,16,0
48,89800,32,4,38,0,36,1
36,119937,1,7,45,5,35,1
37,66548,12,6,33,0,47,0
48,198439,29,7,63,2,47,1
32,153845,33,4,36,4,7,0
47,138815,29,3,44,3,37,0
50,152602,23,5,67,5,8,0
54,151270,32,3,40,4,25,0
57,151320,9,3,61,4,23,1
26,182277,17,4,56,4,10,0
27,50570,18,8,59,4,30,1
52,186327,6,2,46,4,33,1
52,46182,18,4,65,0,11,1
45,64373,23,3,48,1,35,1
53,68019,14,7,36,3,27,0
27,41043,22,2,72,3,3,1
32,44239,3,1,74,0,47,1
36,166488,3,10,50,5,49,1
36,159484,4,1,57,0,8,1
56,106976,22,6,32,4,13,0
33,49406,10,3,43,1,42,1
27,26875,10,7,31,3,3,0
56,193138,12,8,58,5,20,0
29,161824,13,5,47,2,46,1
52,157425,7,5,66,0,45,1
31,183058,24,2,74,2,35,1
28,39691,17,8,74,3,13,0
53,73075,17,10,53,0,20,0
43,35794,9,1,75,3,24,1
45,172478,6,10,41,0,9,0
28,100930,13,9,74,5,30,1
42,182944,14,1,61,3,25,1
24,66708,15,1,47,2,16,1
23,140492,1,1,42,1,8,0
49,131629,29,7,33,5,44,0
49,176872,29,4,52,5,28,0
54,199469,17,7,39,0,12,0
54,148313,30,5,34,2,24,0
48,193981,12,7,79,3,49,1
33,46352,19,10,69,2,29,0
35,126975,34,7,43,5,15,0
43,118848,22,4,63,0,18,1
46,171510,32,2,57,2,7,0
24,69999,34,8,37,3,13,0
46,43482,19,2,45,4,19,1
29,188543,2,9,60,5,48,1
25,72279,7,5,36,1,43,1
52,134413,31,9,32,1,5,0
40,79213,28,9,58,5,26,0
31,138909,6,8,65,4,2,0
35,38026,1,8,68,0,33,1
52,110184,20,4,33,2,48,1
48,30435,5,4,38,2,37,1
42,164565,27,2,46,4,25,0
37,84321,31,4,78,4,25,1
46,158835,8,4,49,3,39,1
27,45389,10,6,43,3,30,0
46,56498,22,3,75,1,41,1
45,88755,10,2,58,0,4,1
30,126545,1,8,42,0,19,0
39,60825,2,2,65,4,27,1
31,41934,10,8,74,1,47,1
33,30574,34,7,46,1,39,0
28,155698,14,3,76,3,24,1
24,194251,10,6,79,2,37,1
51,157659,30,6,72,0,25,1
48,67782,27,10,33,1,29,0
31,85561,27,5,49,3,31,1
21,160481,31,8,40,3,45,0
58,152159,24,5,71,3,35,1
44,51751,19,7,51,2,28,0
51,63174,27,6,74,1,38,1
46,147678,24,7,37,4,44,0
25,81572,10,9,57,4,4,0
40,86416,18,3,74,3,28,1
31,168113,27,10,70,3,31,0
53,179299,0,7,59,2,23,1
58,60201,4,10,62,3,14,1
47,61069,9,3,62,5,28,1
54,51370,33,2,76,1,14,1
35,150342,1,7,65,3,1,0
52,167658,17,4,56,3,43,1
41,150758,12,1,49,1,32,1
25,161394,4,6,62,0,41,1
26,90294,19,6,54,5,18,0
58,104468,1,6,73,5,5,0
42,185371,10,2,72,4,42,1
38,115715,29,1,48,3,15,0
34,95793,31,3,76,1,42,1
30,136672,31,2,50,4,16,0
33,165849,27,6,71,2,36,1
51,167321,9,6,62,0,36,1
50,145902,21,5,32,3,40,0
23,46390,16,10,43,0,30,0
50,45369,21,10,44,3,38,0
26,168953,18,5,62,3,23,1
49,34587,16,9,71,3,11,0
28,132009,23,5,51,0,25,0
53,163905,31,10,30,5,45,0
37,72013,27,6,60,2,43,1
31,142341,13,4,76,5,2,0
33,152785,5,10,64,1,35,1
31,171826,8,1,49,1,47,1
51,132584,20,4,61,5,24,1
48,103113,11,2,41,2,13,0
26,111784,29,10,45,2,42,0
36,60282,30,3,37,3,37,1
24,192809,3,7,43,3,30,0
55,49124,30,7,47,1,11,0
46,95102,26,1,59,3,23,1
32,158268,24,8,62,3,46,1
31,86527,4,7,63,2,28,1
57,155371,5,1,73,0,29,1
45,155942,4,8,78,5,15,0
38,121651,26,2,63,4,45,1
39,110395,7,8,78,4,3,1
43,36345,8,3,36,3,9,0
58,149544,14,10,35,3,8,0
38,59077,6,7,35,5,47,1
46,155429,31,6,51,4,33,0
26,37055,7,5,37,2,34,1
24,128693,14,10,66,4,9,0
49,110283,18,2,44,4,17,0
54,69484,5,2,55,4,41,1
37,102514,18,1,68,3,1,0
36,115135,27,9,32,3,40,0
22,60771,16,8,39,5,5,0
54,135284,18,8,32,4,30,0
28,142399,30,1,59,3,11,0
33,129885,10,5,75,5,28,1
28,185449,14,6,51,4,38,1
50,198805,9,2,32,2,17,0
52,154344,22,10,30,3,23,0
56,167832,2,5,62,0,18,1
50,138226,2,6,48,5,37,0
21,124250,17,9,65,3,27,0
59,50762,24,10,63,2,25,0
37,190404,19,1,60,2,5,0
40,196172,28,10,72,3,19,0
44,161016,21,3,53,1,27,1
42,73825,14,9,41,5,13,0
49,38877,9,1,42,4,7,1
42,186062,20,1,45,4,26,0
29,154065,28,1,45,2,14,0
57,133443,31,7,49,3,27,0
30,124612,9,5,70,1,8,0
56,142674,12,6,77,5,31,1
57,140074,22,8,56,0,35,1
48,159330,22,2,68,4,27,1
48,56629,30,2,42,5,4,0
41,193651,3,3,33,5,42,1
44,179030,2,3,61,1,4,0
22,195537,20,3,74,5,18,1
28,40775,1,4,69,4,23,1
47,190279,3,3,63,3,32,1
42,178625,0,2,68,4,12,1
57,25055,14,9,72,0,20,1
47,113697,32,6,46,3,47,1
49,188945,5,3,53,2,45,1
23,126505,6,9,58,1,12,0
33,105720,18,4,75,4,8,0
30,103199,0,4,57,3,22,1
56,181390,18,8,74,5,27,1
29,58734,25,7,76,3,41,1
47,174594,11,7,51,4,41,1
54,167728,21,10,57,2,17,0
21,171965,12,7,54,4,32,1
52,41493,27,10,70,2,33,1
45,159704,13,5,32,5,31,0
49,120872,21,7,42,4,6,0
27,86779,29,4,60,3,39,1
23,194524,19,8,42,0,9,0
40,169338,26,9,70,0,42,1
40,146187,33,3,47,5,32,0
50,141603,0,7,66,3,36,1
55,86607,14,10,72,0,16,0
55,41940,31,9,63,5,12,0
59,180075,7,1,46,2,41,1
47,152880,32,2,50,3,3,0
46,123408,17,7,65,2,27,0
34,59815,28,2,79,3,27,1
37,186941,31,7,69,2,9,0
38,74297,32,1,48,2,17,0
49,85107,4,3,41,0,46,1
40,107793,17,5,57,3,5,0
47,172754,9,6,40,4,26,0
38,44622,32,9,77,0,21,1
24,55408,22,9,66,2,1,0
21,164909,4,3,57,2,1,0
21,171479,33,8,64,4,35,0
46,185381,23,4,73,4,9,0
40,118190,16,7,44,2,23,0
43,174967,30,6,45,4,38,0
30,25370,6,8,74,1,41,1
31,139212,16,6,36,0,4,0
25,25486,27,4,76,3,19,1
21,48762,21,2,32,4,37,1
37,51613,14,7,60,4,5,0
42,28196,14,4,41,1,28,1
54,125565,24,9,37,3,46,0
49,101349,20,9,54,1,42,1
24,89839,1,7,73,3,48,1
25,197988,26,5,79,0,23,1
31,33572,31,3,64,4,38,1
41,184297,20,3,41,0,23,1
55,70853,3,9,50,3,46,1
32,188347,18,9,55,4,18,0
46,97379,1,4,31,1,29,1
39,157177,25,1,43,2,28,1
27,141074,33,10,75,1,9,0
27,68209,13,5,33,2,39,0
46,198559,14,8,46,1,10,0
25,174123,19,10,76,3,2,0
41,119244,33,4,77,0,13,1
34,125300,18,10,34,2,38,0
24,139682,8,10,53,3,27,0
43,82175,6,4,78,0,41,1
40,162921,29,9,36,0,20,0
35,126551,12,9,52,4,40,0
49,43976,26,7,76,4,10,0
28,155617,34,10,46,4,16,0
39,124794,12,8,41,2,15,0
59,81866,14,4,40,2,13,0
48,142752,8,8,40,0,38,1
47,72078,22,6,63,2,20,0
24,56113,2,3,76,0,24,1
35,40401,33,7,66,3,41,1
55,168956,18,3,79,1,7,1
57,193635,27,7,58,0,23,1
21,190486,22,5,77,0,24,1
23,172214,6,4,65,3,29,1
44,96492,11,3,56,4,5,0
47,101693,13,8,71,5,43,1
56,60135,14,4,51,4,45,1
54,52862,2,8,31,4,35,0
49,161262,14,10,76,0,1,0
44,95199,23,3,65,0,36,1
44,130366,7,10,77,2,18,0
24,29331,4,9,59,2,6,0
23,69648,3,6,36,1,23,0
54,53549,13,5,41,1,10,0
43,50761,15,5,32,5,7,0
43,28262,19,3,46,2,44,1
25,97572,23,2,70,0,8,1
51,112858,5,6,61,3,13,0
26,109667,30,1,37,2,30,1
57,29677,5,7,52,0,18,0
30,155334,34,5,67,2,14,0
27,126437,14,4,59,4,11,0
59,174667,28,9,44,2,42,0
58,85148,2,10,39,5,38,0
41,71926,10,1,67,4,13,1
40,100271,2,4,44,0,42,1
23,59457,27,3,59,4,44,1
42,67531,9,6,75,2,33,1
24,153027,32,5,55,4,13,0
48,70771,15,7,74,5,25,1
32,118135,9,1,43,3,24,1
58,91354,32,5,32,4,29,0
56,137743,2,2,65,5,36,1
25,193361,4,2,55,4,6,0
33,58892,11,2,43,1,18,1
43,154662,12,9,60,3,28,0
50,120057,23,10,43,0,5,0
57,63409,31,3,69,5,18,1
45,190542,15,4,39,4,37,0
47,174457,31,5,38,3,7,0
34,179368,20,4,75,0,9,1
56,143566,11,4,69,3,35,1
59,86716,20,5,72,5,12,0
36,114152,20,10,71,1,46,1
42,51382,5,9,47,5,40,1
41,101675,8,9,65,5,44,1
41,47419,0,6,65,0,39,1
28,106238,11,3,41,0,24,1
36,195363,13,6,79,4,9,1
51,37397,5,10,69,2,12,0
30,82888,0,4,32,5,36,1
52,60169,21,3,47,0,37,1
54,87182,33,6,36,5,9,0
29,117476,10,6,60,5,39,1
37,67249,2,2,30,0,46,1
31,184413,5,9,60,1,22,0
52,100603,5,8,42,1,17,0
30,104360,19,6,58,5,33,1
42,38444,20,1,32,1,47,1
37,148662,1,2,58,5,24,1
24,123843,25,4,64,4,15,0
45,35974,30,7,44,0,29,0
41,137150,25,9,50,5,32,0
57,194455,31,10,48,1,33,0
58,119826,9,5,57,1,29,1
21,122648,22,10,33,3,15,0
45,159028,5,2,74,3,27,1
56,164149,22,1,42,1,34,1
37,61490,27,10,44,4,4,0
44,149713,29,1,77,2,49,1
22,80612,13,5,68,5,48,1
35,125474,31,7,61,3,18,0
52,61159,33,9,32,5,21,0
59,64710,21,9,59,3,48,1
26,169878,30,8,49,0,8,0
21,138096,6,1,31,0,6,0
43,132412,20,5,79,1,20,1
59,119924,15,6,54,0,2,0
37,31458,19,6,40,0,45,1
54,155993,18,4,30,2,22,0
49,60524,31,1,77,4,21,1
29,162925,14,3,78,1,6,1
33,65477,4,10,77,2,32,1
26,57222,10,4,39,1,6,0
26,43320,14,4,46,4,13,0
40,119154,28,4,59,1,1,0
23,77243,3,5,64,5,22,1
37,173424,22,9,79,5,24,1
32,97833,14,4,48,5,41,1
21,118476,2,9,75,0,30,1
37,139560,31,9,63,4,22,0
23,159275,9,1,61,2,44,1
46,64267,21,5,41,2,12,0
35,62941,13,9,72,3,26,1
56,107809,16,4,46,2,4,0
52,50368,20,5,35,5,19,0
52,102186,14,4,42,5,16,0
24,55984,14,2,68,3,12,1
38,198013,0,10,51,0,33,0
39,25801,23,2,40,2,21,1
55,131538,11,2,36,4,36,1
34,137201,9,1,74,3,9,1
53,72965,30,3,74,2,39,1
34,110269,10,10,50,0,42,0
54,166041,15,1,30,4,45,1
24,60969,8,4,59,4,8,0
44,188521,13,1,48,0,20,1
49,116679,18,4,76,2,10,1
39,181777,30,3,75,1,32,1
26,53363,8,9,58,2,28,0
53,186792,25,1,64,3,10,0
39,166044,7,8,49,3,8,0
21,58351,23,9,65,2,47,1
25,136023,7,7,68,5,33,1
47,192217,18,1,30,3,47,1
36,112948,29,4,52,1,49,1
26,81235,21,10,60,5,13,0
33,39855,8,1,64,1,44,1
55,192241,3,4,76,4,35,1
39,175641,7,3,74,3,29,1
32,150074,0,2,51,5,5,0
36,79437,27,1,75,2,3,1
30,181810,5,6,36,5,37,0
45,162844,10,7,62,4,41,1
40,115410,4,6,74,1,6,1
51,44731,23,9,65,4,48,1
24,166203,17,9,73,0,42,1
43,91324,19,2,36,3,16,0
22,106720,27,2,56,2,35,1
42,121433,12,9,31,1,18,0
57,27889,4,1,46,4,11,0
28,34569,29,5,30,2,23,0
27,112193,0,1,75,3,47,1
34,110192,21,7,59,2,11,0
23,112154,17,9,51,3,29,0
36,133073,4,6,57,3,42,1
39,32612,30,2,62,3,27,1
38,76644,5,6,55,4,9,0
36,57069,26,9,64,3,35,1
28,106741,24,3,40,2,9,0
53,183403,28,9,36,0,18,0
32,80897,27,8,57,2,44,1
31,170006,15,7,54,4,21,0
25,166167,11,8,70,3,48,1
47,127544,19,10,60,0,36,1
32,43706,17,6,32,4,1,0
37,199588,33,3,62,1,27,1
26,128602,22,7,63,1,45,1
53,59629,26,4,50,1,40,1
25,149746,16,10,66,0,38,1
48,45431,20,5,78,2,29,1
34,65088,30,8,48,0,40,0
25,194087,2,7,66,0,19,1
53,56385,16,7,50,0,24,0
39,95199,25,8,43,1,44,0
42,63677,22,10,39,5,1,0
25,143104,5,3,36,2,36,1
22,37818,27,3,58,5,23,0
50,88001,7,2,69,5,13,1
59,180049,7,1,37,0,30,1
24,74832,18,10,68,2,49,1
53,65931,28,6,42,5,37,0
33,108990,22,6,75,3,11,0
40,97204,31,10,48,0,7,0
27,70784,9,8,40,0,35,0
35,131305,26,6,31,0,11,0
43,34921,0,6,78,3,49,1
34,59959,28,1,35,3,43,1
43,57328,2,7,58,1,47,1
39,164931,30,7,70,4,40,1
49,114506,10,10,34,2,48,0
40,99408,21,9,70,4,21,0
49,148852,17,7,59,0,47,1
44,51708,34,8,68,5,3,0
38,43847,5,4,65,0,30,1
30,80989,2,9,56,5,24,0
28,150383,4,1,79,1,38,1
46,29922,8,8,47,4,3,0
49,77335,27,3,78,0,37,1
30,151913,18,1,65,4,33,1
37,169613,27,2,45,1,22,1
22,44551,26,6,34,4,31,0
26,175453,12,5,38,5,46,1
25,138319,20,3,63,2,12,0
48,80673,26,9,63,1,45,1
25,126531,5,8,65,4,14,0
38,47948,10,3,60,0,12,1
46,117264,16,2,49,3,27,0
40,84072,6,8,46,3,13,0
47,92560,29,5,49,1,24,0
32,158558,20,9,57,3,38,1
27,91691,0,1,50,2,47,1
23,166154,24,10,48,1,48,1
30,127781,31,3,32,0,9,0
54,109105,7,5,59,0,8,1
45,32086,4,2,34,1,37,1
55,152818,29,3,71,3,15,1
36,92853,7,4,35,3,7,0
22,126925,18,4,32,0,24,0
44,95027,29,9,78,2,49,1
30,40916,14,1,71,5,16,1
58,40248,26,9,53,3,24,0
42,49226,12,9,73,2,43,1
46,181097,13,6,30,3,7,0
59,73380,29,1,79,5,43,1
47,32848,12,6,65,1,28,1
49,39274,15,8,44,4,2,0
58,79545,6,5,70,0,34,1
40,121494,26,5,67,1,38,1
47,140981,34,1,73,3,3,1
40,191305,14,1,47,5,1,0
39,41304,27,8,52,0,31,0
40,36294,34,5,76,4,23,1
55,51425,6,8,58,4,20,1
22,135777,19,10,70,5,16,0
50,165497,31,2,51,5,46,1
54,116549,31,4,53,3,32,1
42,118464,25,10,74,0,17,0
23,131748,19,9,77,3,18,0
26,93295,17,3,42,4,4,0
35,41091,14,6,62,1,35,1
47,144943,21,7,79,1,40,1
30,156074,21,3,51,2,36,1
29,75411,20,1,64,4,23,1
53,197030,1,2,46,4,15,0
52,120696,17,10,51,3,13,0
26,176779,22,7,34,2,14,0
56,171320,12,7,54,5,14,0
22,96309,8,1,35,2,37,1
49,171109,6,10,46,0,5,0
24,92421,0,7,60,3,22,1
21,65612,1,10,46,5,28,0
39,38450,3,6,62,5,45,1
46,34491,13,6,68,1,4,0
45,142026,31,7,77,0,38,1
30,99804,1,7,66,2,29,1
35,118293,13,1,77,1,37,1
42,144498,19,10,33,4,35,0
41,162863,24,5,72,3,20,0
42,130475,7,8,43,2,35,0
56,53314,27,8,42,4,35,0
54,76883,20,3,56,5,20,0
50,112086,22,3,53,2,2,0
45,126291,31,7,56,1,18,0
48,34967,7,4,37,0,30,1
21,68220,30,6,76,1,42,1
24,161019,15,9,79,3,29,1
27,195491,26,10,68,3,39,1
29,81131,17,2,50,2,22,1
56,53876,34,2,70,1,29,1
39,126448,14,6,40,0,46,1
21,176043,26,3,60,5,10,0
30,74228,16,1,56,3,20,1
56,99495,1,2,71,0,16,1
29,53261,30,7,75,4,6,0
52,131601,33,4,77,2,17,1
52,86260,33,2,56,0,6,0
26,159418,2,8,37,2,22,0
58,81176,16,4,62,4,18,1
37,77300,13,4,41,0,32,1
30,167412,13,2,64,0,28,1
47,58012,34,1,63,5,42,1
55,191465,0,1,45,4,10,0
41,127153,28,3,65,1,41,1
45,181629,3,6,31,0,22,0
48,98273,32,7,41,5,28,0
35,137328,16,9,56,0,15,0
24,135304,27,5,46,5,43,0
49,131637,25,9,49,3,29,0
29,173348,7,8,50,1,7,0
47,79639,33,1,59,0,34,1
46,146939,17,3,71,4,32,1
39,32310,30,8,49,2,2,0
48,191239,26,9,37,4,26,0
37,127944,15,4,47,1,45,1
40,166463,9,6,47,3,11,0
59,147013,11,4,47,3,25,0
43,166964,21,9,31,3,19,0
52,101733,15,2,41,5,20,0
53,192214,11,6,61,4,33,1
25,197687,10,3,71,2,17,1
54,134264,19,10,37,2,30,0
31,104071,0,4,39,5,18,0
23,197074,26,2,40,0,32,1
53,147611,2,8,43,5,40,0
31,95658,11,10,55,2,45,1
36,34852,29,8,76,2,4,0
38,30387,8,1,59,0,32,1
50,152571,0,10,71,4,19,1
30,122295,3,6,33,4,3,0
38,155381,14,1,68,1,38,1
58,64994,26,6,40,4,28,0
39,141912,7,7,53,3,38,1
56,189797,22,2,51,3,6,0
33,156632,14,9,32,1,40,0
23,149210,26,8,66,2,17,0
30,81565,30,9,31,1,42,0
58,26312,7,10,41,0,5,0
21,174277,29,4,50,1,19,0
47,150882,17,4,34,1,43,0
28,167667,3,8,36,5,42,0
37,112566,21,1,33,3,35,1
29,46329,2,8,72,0,22,1
26,93187,14,7,70,5,24,1
45,100542,34,7,65,0,10,0
59,133237,32,9,51,1,2,0
48,139476,13,10,58,5,28,0
53,60645,0,7,38,5,41,1
57,112502,25,2,55,0,37,1
29,112310,7,1,41,0,17,1
38,94619,15,1,77,4,6,1
41,58513,9,7,30,0,43,1
22,33749,25,5,37,5,5,0
58,186855,27,4,62,2,39,1
56,85645,11,5,33,0,7,0
57,78175,19,10,43,3,32,0
35,173395,13,10,58,4,4,0
48,75762,34,6,43,3,21,0
38,89222,28,10,38,3,42,0
54,190565,11,6,38,2,32,0
42,37213,17,1,55,4,18,1
31,122367,1,2,78,1,33,1
33,183785,1,3,76,5,14,1
24,132157,16,4,71,5,6,0
42,57583,9,6,46,0,11,0
27,153792,17,9,70,5,46,1
44,104944,21,2,33,2,20,0
24,47369,18,8,75,5,29,1
48,140844,0,9,32,2,35,0
35,44510,23,2,58,1,16,1
21,37120,24,9,54,2,48,1
23,124847,30,7,50,1,7,0
34,123575,30,9,41,1,40,0
58,154269,1,6,30,1,36,1
21,30295,18,2,30,2,44,1
58,45460,11,8,74,1,44,1
58,39963,9,10,75,2,31,1
41,102116,30,9,77,4,42,1
49,52328,21,8,36,1,44,0
25,109629,22,2,39,2,43,1
30,149034,22,8,44,2,43,0
48,46605,14,3,69,2,47,1
41,135901,25,3,40,0,6,0
27,133241,2,9,75,0,29,1
23,72598,22,9,74,1,27,0
40,97258,19,9,52,5,43,0
39,65969,7,4,42,4,2,0
55,192984,17,7,56,5,22,0
24,194446,5,8,70,1,9,0
25,87784,26,5,46,3,11,0
21,172000,14,1,79,3,16,1
24,46274,4,9,42,4,45,1
32,154994,8,6,41,4,13,0
47,59416,6,3,58,4,18,1
43,125434,19,3,50,0,25,1
45,185119,9,10,49,0,33,0
41,199428,25,1,49,3,10,0
44,193206,3,8,60,4,30,1
45,76310,23,2,37,2,49,1
52,105758,13,1,53,5,1,0
52,168435,0,7,40,3,33,0
25,55628,16,9,68,4,49,1
56,94672,23,6,62,2,15,0
59,71246,26,8,71,4,29,0
36,167233,6,8,44,1,2,0
53,114110,8,9,33,2,11,0
41,27810,34,7,30,5,34,0
29,96688,11,9,61,1,41,1
26,90548,20,9,40,0,19,0
55,36162,2,1,59,3,2,1
59,112858,14,6,66,4,48,1
42,98535,20,8,48,3,20,0
25,163291,9,10,65,5,41,1
43,95864,32,9,63,4,31,0
37,159693,5,4,36,1,4,0
32,143371,1,2,74,2,29,1
43,114792,28,9,49,2,30,0
36,91188,32,9,41,4,13,0
23,106718,3,8,61,1,15,0
50,61558,3,3,31,4,20,0
42,153938,28,5,51,4,34,0
29,171731,19,2,70,4,28,1
49,59413,22,3,77,2,20,1
57,35435,17,1,69,5,25,1
43,53067,24,4,53,4,27,1
33,112794,0,5,79,2,30,1
52,118823,14,2,60,0,41,1
43,94224,33,3,33,1,20,0
37,26379,19,6,53,0,1,0
41,127547,26,6,72,4,35,1
22,133541,21,7,46,2,49,1
57,183696,4,9,69,1,43,1
26,139634,33,4,48,3,24,0
38,153701,2,5,69,1,25,1
50,82745,16,2,67,1,40,1
42,128915,23,6,63,4,12,0
53,168588,23,4,76,0,11,1
50,154560,2,5,62,0,30,1
37,180915,6,7,35,3,13,0
52,161984,24,6,65,4,47,1
34,177586,2,8,42,1,25,0
30,184869,14,6,76,5,25,1
56,162521,28,10,38,0,17,0
54,157797,28,8,64,0,12,0
29,106406,9,4,63,2,11,1
48,34304,31,7,45,1,10,0
31,150555,22,3,47,4,17,0
34,169735,8,1,47,0,45,1
59,95320,13,9,67,4,16,0
39,119488,3,9,79,1,20,1
35,100591,19,6,72,1,49,1
48,120044,27,2,61,0,5,0
44,168748,13,8,36,3,41,0
28,50192,33,10,52,4,32,0
29,180794,12,6,52,4,27,0
53,163518,30,7,75,2,4,0
53,144304,32,1,47,1,41,1
39,160797,27,3,36,1,48,0
23,113207,24,1,71,0,7,1
30,98741,31,10,69,0,46,1
21,41365,8,1,53,0,14,1
49,90792,27,1,43,2,39,1
54,171776,30,4,79,3,24,1
33,75575,16,7,34,0,48,1
21,185974,22,7,75,0,18,0
54,144641,12,5,51,5,38,1
49,157267,9,6,51,0,39,1
33,78517,15,2,39,2,40,1
49,59012,5,5,55,4,1,0
59,167487,10,7,44,3,17,0
44,195606,2,9,67,4,26,1
46,46686,27,6,70,5,22,1
37,184815,14,10,71,1,39,1
27,57161,12,4,78,1,18,1
33,27402,16,3,30,0,38,1
25,88190,6,9,43,5,28,0
46,38275,27,7,65,4,21,0
23,184254,12,6,60,2,38,1
27,39915,16,7,57,3,33,1
59,25909,14,8,63,4,30,1
21,139110,27,5,64,5,42,1
37,90908,14,3,68,5,8,0
45,152337,10,3,52,4,30,1
23,47620,30,2,75,3,39,1
35,59112,3,8,73,4,9,1
49,27431,34,1,48,4,33,0
52,111590,33,8,47,3,43,0
46,87175,26,3,44,2,29,1
36,142472,9,9,30,5,31,0
45,57624,29,2,54,3,3,0
48,86264,19,10,55,0,38,1
29,138766,28,9,64,0,11,0
21,188030,28,6,44,0,5,0
49,157767,22,1,33,0,31,1
42,125211,20,5,44,1,20,0
36,144502,9,10,71,2,4,0
27,69225,11,9,67,1,8,0
34,157475,29,6,74,4,42,1
49,194708,32,7,68,4,35,1
39,35839,17,4,30,3,13,0
39,165302,13,1,51,0,49,1
22,76977,21,5,40,3,5,0
35,196304,20,2,75,4,40,1
23,138050,0,8,67,0,19,1
31,50651,14,4,66,5,18,1
50,122919,21,1,55,2,33,1
38,64963,31,10,56,4,4,0
22,142776,32,7,42,5,18,0
52,104198,22,2,36,3,46,1
28,169811,1,3,37,5,24,0
42,155697,1,9,75,3,43,1
26,88294,28,9,52,4,29,0
32,26789,2,2,55,1,31,1
56,175492,6,3,73,2,28,1
35,114297,28,9,56,5,9,0
48,193678,22,1,38,5,45,1
38,194712,15,2,75,4,26,1
22,143341,30,2,67,4,49,1
33,69135,33,10,76,3,47,1
35,62067,0,3,42,0,2,0
40,42357,17,10,36,0,6,0
49,195923,14,3,40,0,29,1
49,63262,16,10,39,3,26,0
23,83643,9,2,62,0,28,1
39,177606,19,8,68,4,7,0
23,116270,5,8,79,1,34,1
34,188944,7,8,32,1,45,0
24,163761,33,2,70,1,10,0
31,94103,31,9,58,0,48,1
51,111268,3,7,66,1,41,1
52,111310,19,5,74,5,40,1
47,62412,23,7,45,0,47,1
50,72734,23,8,45,5,22,0
22,112793,25,9,73,4,27,1
29,47228,24,2,79,5,39,1
48,145627,6,6,72,4,22,1
51,102924,9,9,78,3,19,1
54,36319,11,6,36,3,36,0
35,31475,0,2,44,5,9,0
45,170800,24,1,67,2,19,1
56,54545,15,3,35,4,2,0
28,121636,4,5,47,0,28,1
29,194771,18,7,48,2,39,1
57,192893,3,10,31,4,22,0
59,55615,5,10,32,0,6,0
52,38746,25,3,75,4,47,1
37,178817,8,9,54,4,7,0
55,26245,13,10,65,0,6,0
57,142408,8,4,78,4,33,1
39,137143,14,10,57,4,14,0
49,180925,19,2,67,4,1,0
27,52632,7,3,57,3,25,1
48,37856,31,5,61,1,6,0
29,93049,20,3,70,4,28,0
48,83182,18,5,65,0,18,1
26,158873,28,4,68,5,27,1
49,195821,30,10,65,4,49,1
37,80654,5,3,72,3,2,0
36,80381,3,6,52,3,40,1
43,83601,28,8,31,5,21,0
51,171154,2,4,39,4,23,0
23,170720,0,9,35,2,2,0
41,25364,14,6,37,5,16,0
46,190640,20,5,44,1,4,0
56,32436,30,3,74,0,34,1
57,111713,6,5,58,0,5,1
42,182826,16,5,57,0,49,1
32,85194,18,4,51,0,34,1
33,49544,2,6,63,3,22,1
31,88295,29,3,49,1,46,1
36,168710,34,10,62,4,20,0
28,94409,28,1,44,4,39,1
22,151839,13,7,36,2,47,1
50,138759,34,7,53,4,13,0
50,42157,27,4,55,1,44,1
32,90888,29,9,79,4,34,0
30,89947,25,2,39,3,44,1
31,95880,6,1,44,5,6,0
35,29507,30,3,66,4,29,1
36,128134,4,7,53,0,33,1
37,68988,34,9,40,0,1,0
46,123421,13,2,69,5,47,1
22,172937,26,6,50,0,48,1
32,127591,23,3,69,0,7,1
46,154614,28,5,67,3,22,1
43,52213,21,9,44,3,32,0
38,82450,7,3,44,3,14,0
52,160549,14,1,66,4,24,1
58,87222,4,5,74,5,19,1
23,162605,3,1,43,0,27,1
58,179468,10,8,72,2,23,1
23,37755,17,7,50,5,45,0
50,156937,29,2,73,2,21,1
21,167245,14,9,49,0,44,1
50,194169,5,5,62,1,29,1
52,58371,15,7,32,5,1,0
48,167326,8,4,69,4,31,1
41,160090,33,1,52,2,27,0
33,30192,26,8,73,5,44,1
47,27015,12,1,76,5,36,1
56,133154,26,3,52,3,27,1
27,53343,8,6,56,1,15,0
42,94306,4,8,64,3,25,1
30,30829,21,8,54,1,48,1
59,59381,30,2,61,1,15,1
35,136451,2,9,51,4,40,1
35,43263,29,4,37,5,19,0
24,199378,20,4,67,3,47,1
52,83418,34,2,47,3,11,0
43,25148,5,1,57,2,41,1
26,157826,27,10,57,5,33,0
44,51745,31,7,40,0,41,0
40,97914,24,10,41,0,23,0
57,176212,31,3,31,2,12,0
